Host 10.38.175.43 not found in /home/amcclab/.ssh/known_hosts
search_board_type Mt.Jade
./sshpass -p amcc1234 ssh -o StrictHostKeyChecking=no -t amcclab@10.38.175.31 'ipmitool -H 10.38.175.43 -U ADMIN -P ADMIN  sel list'
Pseudo-terminal will not be allocated because stdin is not a terminal.
   1 | 04/26/2021 | 07:13:21 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 24d | 04/30/2021 | 11:44:53 | OEM record c0 | 00cd3a | ca8f7101ffff
 24e | 04/30/2021 | 11:44:54 | OEM record c0 | 00cd3a | ca8ff101ffff
 24f | 04/30/2021 | 11:45:12 | System Boot Initiated #0xdc | OS initiated hard reset | Asserted
 250 | 04/30/2021 | 11:45:13 | OEM record c0 | 00cd3a | 0feb70020000
 251 | 04/30/2021 | 11:45:14 | OEM record c0 | 00cd3a | 0feb70120000
 252 | 04/30/2021 | 11:45:23 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 253 | 04/30/2021 | 11:45:23 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 254 | 04/30/2021 | 11:52:32 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 255 | 04/30/2021 | 11:52:32 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 256 | 04/30/2021 | 11:52:32 | OEM record c0 | 00cd3a | 0feb70020000
 257 | 04/30/2021 | 11:52:34 | OEM record c0 | 00cd3a | 0feb70120000
 258 | 04/30/2021 | 11:52:51 | OEM record c0 | 00cd3a | 0feb70220000
 259 | 04/30/2021 | 11:52:52 | OEM record c0 | 00cd3a | 0feb70320000
 25a | 04/30/2021 | 11:52:54 | OEM record c0 | 00cd3a | 0feb70520000
 25b | 04/30/2021 | 11:52:55 | OEM record c0 | 00cd3a | 0feb70620000
 25c | 04/30/2021 | 11:53:38 | OEM record c0 | 00cd3a | 0feb70820000
 25d | 04/30/2021 | 11:53:38 | System Firmwares #0xe4 | System boot initiated | Asserted
 25e | 04/30/2021 | 11:59:58 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 25f | 04/30/2021 | 11:59:58 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 260 | 05/02/2021 | 21:52:21 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 261 | 05/02/2021 | 21:52:21 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 262 | 05/02/2021 | 21:52:21 | OEM record c0 | 00cd3a | 0feb70020000
 263 | 05/02/2021 | 21:52:22 | OEM record c0 | 00cd3a | 0feb70120000
 264 | 05/02/2021 | 21:52:40 | OEM record c0 | 00cd3a | 0feb70220000
 265 | 05/02/2021 | 21:52:41 | OEM record c0 | 00cd3a | 0feb70320000
 266 | 05/02/2021 | 21:52:43 | OEM record c0 | 00cd3a | 0feb70520000
 267 | 05/02/2021 | 21:52:44 | OEM record c0 | 00cd3a | 0feb70620000
 268 | 05/02/2021 | 21:53:41 | OEM record c0 | 00cd3a | 0feb70820000
 269 | 05/02/2021 | 21:53:41 | System Firmwares #0xe4 | System boot initiated | Asserted
 26a | 05/02/2021 | 22:18:18 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 26b | 05/02/2021 | 22:18:18 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 26c | 05/02/2021 | 22:19:10 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 26d | 05/02/2021 | 22:19:10 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 26e | 05/02/2021 | 22:19:10 | OEM record c0 | 00cd3a | 0feb70020000
 26f | 05/02/2021 | 22:19:11 | OEM record c0 | 00cd3a | 0feb70120000
 270 | 05/02/2021 | 22:19:29 | OEM record c0 | 00cd3a | 0feb70220000
 271 | 05/02/2021 | 22:19:30 | OEM record c0 | 00cd3a | 0feb70320000
 272 | 05/02/2021 | 22:19:32 | OEM record c0 | 00cd3a | 0feb70520000
 273 | 05/02/2021 | 22:19:33 | OEM record c0 | 00cd3a | 0feb70620000
 274 | 05/02/2021 | 22:20:20 | OEM record c0 | 00cd3a | 0feb70820000
 275 | 05/02/2021 | 22:20:20 | System Firmwares #0xe4 | System boot initiated | Asserted
 276 | 05/02/2021 | 22:31:39 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 277 | 05/02/2021 | 22:31:39 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 278 | 05/02/2021 | 22:32:31 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 279 | 05/02/2021 | 22:32:31 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 27a | 05/02/2021 | 22:32:32 | OEM record c0 | 00cd3a | 0feb70020000
 27b | 05/02/2021 | 22:32:32 | OEM record c0 | 00cd3a | 0feb70120000
 27c | 05/02/2021 | 22:32:50 | OEM record c0 | 00cd3a | 0feb70220000
 27d | 05/02/2021 | 22:32:51 | OEM record c0 | 00cd3a | 0feb70320000
 27e | 05/02/2021 | 22:32:53 | OEM record c0 | 00cd3a | 0feb70520000
 27f | 05/02/2021 | 22:32:54 | OEM record c0 | 00cd3a | 0feb70620000
 280 | 05/02/2021 | 22:33:39 | OEM record c0 | 00cd3a | 0feb70820000
 281 | 05/02/2021 | 22:33:39 | System Firmwares #0xe4 | System boot initiated | Asserted
 282 | 05/02/2021 | 22:36:34 | Temperature #0x6b | Upper Critical going high | Asserted
 283 | 05/02/2021 | 22:36:50 | Temperature #0x7b | Upper Critical going high | Asserted
 284 | 05/02/2021 | 22:37:17 | Processor #0x79 | Thermal Trip | Asserted
 285 | 05/02/2021 | 22:37:18 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 286 | 05/02/2021 | 22:37:18 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 287 | 05/03/2021 | 01:15:09 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 288 | 05/03/2021 | 01:15:09 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 289 | 05/03/2021 | 01:15:09 | OEM record c0 | 00cd3a | 0feb70020000
 28a | 05/03/2021 | 01:15:10 | OEM record c0 | 00cd3a | 0feb70120000
 28b | 05/03/2021 | 01:15:12 | Temperature #0x6b | Upper Critical going high | Deasserted
 28c | 05/03/2021 | 01:15:12 | Temperature #0x7b | Upper Critical going high | Deasserted
 28d | 05/03/2021 | 01:15:30 | OEM record c0 | 00cd3a | 0feb70220000
 28e | 05/03/2021 | 01:15:30 | OEM record c0 | 00cd3a | 0feb70320000
 28f | 05/03/2021 | 01:15:32 | OEM record c0 | 00cd3a | 0feb70520000
 290 | 05/03/2021 | 01:15:33 | OEM record c0 | 00cd3a | 0feb70620000
 291 | 05/03/2021 | 01:16:24 | OEM record c0 | 00cd3a | 0feb70820000
 292 | 05/03/2021 | 01:16:24 | System Firmwares #0xe4 | System boot initiated | Asserted
 293 | 05/03/2021 | 01:23:50 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 294 | 05/03/2021 | 01:23:50 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 295 | 05/03/2021 | 01:24:42 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 296 | 05/03/2021 | 01:24:42 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 297 | 05/03/2021 | 01:24:42 | OEM record c0 | 00cd3a | 0feb70020000
 298 | 05/03/2021 | 01:24:43 | OEM record c0 | 00cd3a | 0feb70120000
 299 | 05/03/2021 | 01:25:01 | OEM record c0 | 00cd3a | 0feb70220000
 29a | 05/03/2021 | 01:25:02 | OEM record c0 | 00cd3a | 0feb70320000
 29b | 05/03/2021 | 01:25:04 | OEM record c0 | 00cd3a | 0feb70520000
 29c | 05/03/2021 | 01:25:05 | OEM record c0 | 00cd3a | 0feb70620000
 29d | 05/03/2021 | 01:25:58 | OEM record c0 | 00cd3a | 0feb70820000
 29e | 05/03/2021 | 01:25:58 | System Firmwares #0xe4 | System boot initiated | Asserted
 29f | 05/03/2021 | 01:34:06 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 2a0 | 05/03/2021 | 01:34:06 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 2a1 | 05/03/2021 | 01:34:58 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 2a2 | 05/03/2021 | 01:34:58 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 2a3 | 05/03/2021 | 01:34:59 | OEM record c0 | 00cd3a | 0feb70020000
 2a4 | 05/03/2021 | 01:34:59 | OEM record c0 | 00cd3a | 0feb70120000
 2a5 | 05/03/2021 | 01:35:17 | OEM record c0 | 00cd3a | 0feb70220000
 2a6 | 05/03/2021 | 01:35:18 | OEM record c0 | 00cd3a | 0feb70320000
 2a7 | 05/03/2021 | 01:35:20 | OEM record c0 | 00cd3a | 0feb70520000
 2a8 | 05/03/2021 | 01:35:21 | OEM record c0 | 00cd3a | 0feb70620000
 2a9 | 05/03/2021 | 01:36:13 | OEM record c0 | 00cd3a | 0feb70820000
 2aa | 05/03/2021 | 01:36:13 | System Firmwares #0xe4 | System boot initiated | Asserted
 2ab | 05/03/2021 | 02:33:09 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 2ac | 05/03/2021 | 02:33:09 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 2ad | 05/03/2021 | 02:34:01 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 2ae | 05/03/2021 | 02:34:01 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 2af | 05/03/2021 | 02:34:01 | OEM record c0 | 00cd3a | 0feb70020000
 2b0 | 05/03/2021 | 02:34:02 | OEM record c0 | 00cd3a | 0feb70120000
 2b1 | 05/03/2021 | 02:34:20 | OEM record c0 | 00cd3a | 0feb70220000
 2b2 | 05/03/2021 | 02:34:21 | OEM record c0 | 00cd3a | 0feb70320000
 2b3 | 05/03/2021 | 02:34:23 | OEM record c0 | 00cd3a | 0feb70520000
 2b4 | 05/03/2021 | 02:34:24 | OEM record c0 | 00cd3a | 0feb70620000
 2b5 | 05/03/2021 | 02:35:26 | OEM record c0 | 00cd3a | 0feb70820000
 2b6 | 05/03/2021 | 02:35:26 | System Firmwares #0xe4 | System boot initiated | Asserted
 2b7 | 05/03/2021 | 02:38:18 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 2b8 | 05/03/2021 | 02:38:18 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 2b9 | 05/03/2021 | 02:39:10 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 2ba | 05/03/2021 | 02:39:10 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 2bb | 05/03/2021 | 02:39:11 | OEM record c0 | 00cd3a | 0feb70020000
 2bc | 05/03/2021 | 02:39:12 | OEM record c0 | 00cd3a | 0feb70120000
 2bd | 05/03/2021 | 02:39:30 | OEM record c0 | 00cd3a | 0feb70220000
 2be | 05/03/2021 | 02:39:31 | OEM record c0 | 00cd3a | 0feb70320000
 2bf | 05/03/2021 | 02:39:33 | OEM record c0 | 00cd3a | 0feb70520000
 2c0 | 05/03/2021 | 02:39:34 | OEM record c0 | 00cd3a | 0feb70620000
 2c1 | 05/03/2021 | 02:40:14 | OEM record c0 | 00cd3a | 0feb70820000
 2c2 | 05/03/2021 | 02:40:14 | System Firmwares #0xe4 | System boot initiated | Asserted
 2c3 | 05/03/2021 | 03:01:35 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 2c4 | 05/03/2021 | 03:01:35 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 2c5 | 05/03/2021 | 03:02:27 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 2c6 | 05/03/2021 | 03:02:27 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 2c7 | 05/03/2021 | 03:02:27 | OEM record c0 | 00cd3a | 0feb70020000
 2c8 | 05/03/2021 | 03:02:28 | OEM record c0 | 00cd3a | 0feb70120000
 2c9 | 05/03/2021 | 03:02:46 | OEM record c0 | 00cd3a | 0feb70220000
 2ca | 05/03/2021 | 03:02:47 | OEM record c0 | 00cd3a | 0feb70320000
 2cb | 05/03/2021 | 03:02:49 | OEM record c0 | 00cd3a | 0feb70520000
 2cc | 05/03/2021 | 03:02:50 | OEM record c0 | 00cd3a | 0feb70620000
 2cd | 05/03/2021 | 03:03:34 | OEM record c0 | 00cd3a | 0feb70820000
 2ce | 05/03/2021 | 03:03:34 | System Firmwares #0xe4 | System boot initiated | Asserted
 2cf | 05/03/2021 | 03:18:51 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 2d0 | 05/03/2021 | 03:18:51 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 2d1 | 05/03/2021 | 03:19:43 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 2d2 | 05/03/2021 | 03:19:43 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 2d3 | 05/03/2021 | 03:19:43 | OEM record c0 | 00cd3a | 0feb70020000
 2d4 | 05/03/2021 | 03:19:44 | OEM record c0 | 00cd3a | 0feb70120000
 2d5 | 05/03/2021 | 03:20:03 | OEM record c0 | 00cd3a | 0feb70220000
 2d6 | 05/03/2021 | 03:20:04 | OEM record c0 | 00cd3a | 0feb70320000
 2d7 | 05/03/2021 | 03:20:06 | OEM record c0 | 00cd3a | 0feb70520000
 2d8 | 05/03/2021 | 03:20:07 | OEM record c0 | 00cd3a | 0feb70620000
 2d9 | 05/03/2021 | 03:20:49 | OEM record c0 | 00cd3a | 0feb70820000
 2da | 05/03/2021 | 03:20:49 | System Firmwares #0xe4 | System boot initiated | Asserted
 2db | 05/03/2021 | 03:22:39 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 2dc | 05/03/2021 | 03:22:39 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 2dd | 05/03/2021 | 03:23:30 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 2de | 05/03/2021 | 03:23:30 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 2df | 05/03/2021 | 03:23:31 | OEM record c0 | 00cd3a | 0feb70020000
 2e0 | 05/03/2021 | 03:23:32 | OEM record c0 | 00cd3a | 0feb70120000
 2e1 | 05/03/2021 | 03:23:50 | OEM record c0 | 00cd3a | 0feb70220000
 2e2 | 05/03/2021 | 03:23:51 | OEM record c0 | 00cd3a | 0feb70320000
 2e3 | 05/03/2021 | 03:23:53 | OEM record c0 | 00cd3a | 0feb70520000
 2e4 | 05/03/2021 | 03:23:54 | OEM record c0 | 00cd3a | 0feb70620000
 2e5 | 05/03/2021 | 03:24:38 | OEM record c0 | 00cd3a | 0feb70820000
 2e6 | 05/03/2021 | 03:24:38 | System Firmwares #0xe4 | System boot initiated | Asserted
 2e7 | 05/03/2021 | 09:31:38 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 2e8 | 05/03/2021 | 09:31:38 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 2e9 | 05/03/2021 | 09:32:31 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 2ea | 05/03/2021 | 09:32:31 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 2eb | 05/03/2021 | 09:32:31 | OEM record c0 | 00cd3a | 0feb70020000
 2ec | 05/03/2021 | 09:32:32 | OEM record c0 | 00cd3a | 0feb70120000
 2ed | 05/03/2021 | 09:32:50 | OEM record c0 | 00cd3a | 0feb70220000
 2ee | 05/03/2021 | 09:32:51 | OEM record c0 | 00cd3a | 0feb70320000
 2ef | 05/03/2021 | 09:32:53 | OEM record c0 | 00cd3a | 0feb70520000
 2f0 | 05/03/2021 | 09:32:54 | OEM record c0 | 00cd3a | 0feb70620000
 2f1 | 05/03/2021 | 09:33:38 | OEM record c0 | 00cd3a | 0feb70820000
 2f2 | 05/03/2021 | 09:33:38 | System Firmwares #0xe4 | System boot initiated | Asserted
 2f3 | 05/04/2021 | 00:35:37 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 2f4 | 05/04/2021 | 00:35:37 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 2f5 | 05/04/2021 | 00:36:29 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 2f6 | 05/04/2021 | 00:36:30 | OEM record c0 | 00cd3a | 0feb70020000
 2f7 | 05/04/2021 | 00:36:30 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 2f8 | 05/04/2021 | 00:36:30 | OEM record c0 | 00cd3a | 0feb70120000
 2f9 | 05/04/2021 | 00:36:49 | OEM record c0 | 00cd3a | 0feb70220000
 2fa | 05/04/2021 | 00:36:50 | OEM record c0 | 00cd3a | 0feb70320000
 2fb | 05/04/2021 | 00:36:52 | OEM record c0 | 00cd3a | 0feb70520000
 2fc | 05/04/2021 | 00:36:53 | OEM record c0 | 00cd3a | 0feb70620000
 2fd | 05/04/2021 | 00:37:35 | OEM record c0 | 00cd3a | 0feb70820000
 2fe | 05/04/2021 | 00:37:35 | System Firmwares #0xe4 | System boot initiated | Asserted
 2ff | 05/04/2021 | 00:38:48 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 300 | 05/04/2021 | 00:38:48 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 301 | 05/04/2021 | 00:39:40 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 302 | 05/04/2021 | 00:39:42 | OEM record c0 | 00cd3a | 0feb70020000
 303 | 05/04/2021 | 00:39:42 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 304 | 05/04/2021 | 00:39:42 | OEM record c0 | 00cd3a | 0feb70120000
 305 | 05/04/2021 | 00:40:00 | OEM record c0 | 00cd3a | 0feb70220000
 306 | 05/04/2021 | 00:40:01 | OEM record c0 | 00cd3a | 0feb70320000
 307 | 05/04/2021 | 00:40:03 | OEM record c0 | 00cd3a | 0feb70520000
 308 | 05/04/2021 | 00:40:04 | OEM record c0 | 00cd3a | 0feb70620000
 309 | 05/04/2021 | 00:40:46 | OEM record c0 | 00cd3a | 0feb70820000
 30a | 05/04/2021 | 00:40:46 | System Firmwares #0xe4 | System boot initiated | Asserted
 30b | 05/04/2021 | 04:11:47 | System Boot Initiated #0xdc | System Restart | Asserted
 30c | 05/04/2021 | 04:11:48 | OEM record c0 | 00cd3a | 0feb70020000
 30d | 05/04/2021 | 04:11:49 | OEM record c0 | 00cd3a | 0feb70120000
 30e | 05/04/2021 | 04:12:07 | OEM record c0 | 00cd3a | 0feb70220000
 30f | 05/04/2021 | 04:12:08 | OEM record c0 | 00cd3a | 0feb70320000
 310 | 05/04/2021 | 04:12:10 | OEM record c0 | 00cd3a | 0feb70520000
 311 | 05/04/2021 | 04:12:11 | OEM record c0 | 00cd3a | 0feb70620000
 312 | 05/04/2021 | 04:15:18 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 313 | 05/04/2021 | 04:15:18 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 314 | 05/04/2021 | 04:15:50 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 315 | 05/04/2021 | 04:15:50 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 316 | 05/04/2021 | 04:15:51 | OEM record c0 | 00cd3a | 0feb70020000
 317 | 05/04/2021 | 04:15:52 | OEM record c0 | 00cd3a | 0feb70120000
 318 | 05/04/2021 | 04:16:10 | OEM record c0 | 00cd3a | 0feb70220000
 319 | 05/04/2021 | 04:16:11 | OEM record c0 | 00cd3a | 0feb70320000
 31a | 05/04/2021 | 04:16:13 | OEM record c0 | 00cd3a | 0feb70520000
 31b | 05/04/2021 | 04:16:14 | OEM record c0 | 00cd3a | 0feb70620000
 31c | 05/04/2021 | 04:17:05 | OEM record c0 | 00cd3a | 0feb70820000
 31d | 05/04/2021 | 04:17:05 | System Firmwares #0xe4 | System boot initiated | Asserted
 31e | 05/04/2021 | 04:33:56 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 31f | 05/04/2021 | 04:33:56 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 320 | 05/04/2021 | 05:03:16 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 321 | 05/04/2021 | 05:03:16 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 322 | 05/04/2021 | 05:03:16 | OEM record c0 | 00cd3a | 0feb70020000
 323 | 05/04/2021 | 05:03:17 | OEM record c0 | 00cd3a | 0feb70120000
 324 | 05/04/2021 | 05:03:35 | OEM record c0 | 00cd3a | 0feb70220000
 325 | 05/04/2021 | 05:03:36 | OEM record c0 | 00cd3a | 0feb70320000
 326 | 05/04/2021 | 05:03:38 | OEM record c0 | 00cd3a | 0feb70520000
 327 | 05/04/2021 | 05:03:39 | OEM record c0 | 00cd3a | 0feb70620000
 328 | 05/04/2021 | 05:04:22 | OEM record c0 | 00cd3a | 0feb70820000
 329 | 05/04/2021 | 05:04:22 | System Firmwares #0xe4 | System boot initiated | Asserted
 32a | 05/04/2021 | 06:08:49 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 32b | 05/04/2021 | 06:08:49 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 32c | 05/04/2021 | 06:09:29 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 32d | 05/04/2021 | 06:09:29 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 32e | 05/04/2021 | 06:09:30 | OEM record c0 | 00cd3a | 0feb70020000
 32f | 05/04/2021 | 06:09:31 | OEM record c0 | 00cd3a | 0feb70120000
 330 | 05/04/2021 | 06:09:49 | OEM record c0 | 00cd3a | 0feb70220000
 331 | 05/04/2021 | 06:09:50 | OEM record c0 | 00cd3a | 0feb70320000
 332 | 05/04/2021 | 06:09:52 | OEM record c0 | 00cd3a | 0feb70520000
 333 | 05/04/2021 | 06:09:53 | OEM record c0 | 00cd3a | 0feb70620000
 334 | 05/04/2021 | 06:10:35 | OEM record c0 | 00cd3a | 0feb70820000
 335 | 05/04/2021 | 06:10:35 | System Firmwares #0xe4 | System boot initiated | Asserted
 336 | 05/04/2021 | 06:27:46 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 337 | 05/04/2021 | 06:27:46 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 338 | 05/04/2021 | 06:28:27 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 339 | 05/04/2021 | 06:28:27 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 33a | 05/04/2021 | 06:28:28 | OEM record c0 | 00cd3a | 0feb70020000
 33b | 05/04/2021 | 06:28:29 | OEM record c0 | 00cd3a | 0feb70120000
 33c | 05/04/2021 | 06:28:30 | Voltage #0x75 | Lower Non-recoverable going low  | Asserted
 33d | 05/04/2021 | 06:28:30 | Voltage #0x76 | Lower Non-recoverable going low  | Asserted
 33e | 05/04/2021 | 06:28:30 | Voltage #0x85 | Lower Non-recoverable going low  | Asserted
 33f | 05/04/2021 | 06:28:30 | Voltage #0x86 | Lower Non-recoverable going low  | Asserted
 340 | 05/04/2021 | 06:28:47 | OEM record c0 | 00cd3a | 0feb70220000
 341 | 05/04/2021 | 06:28:48 | OEM record c0 | 00cd3a | 0feb70320000
 342 | 05/04/2021 | 06:28:50 | OEM record c0 | 00cd3a | 0feb70520000
 343 | 05/04/2021 | 06:28:51 | OEM record c0 | 00cd3a | 0feb70620000
 344 | 05/04/2021 | 06:29:34 | OEM record c0 | 00cd3a | 0feb70820000
 345 | 05/04/2021 | 06:29:34 | System Firmwares #0xe4 | System boot initiated | Asserted
 346 | 05/04/2021 | 06:46:39 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 347 | 05/04/2021 | 06:46:39 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 348 | 05/04/2021 | 06:47:19 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 349 | 05/04/2021 | 06:47:19 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 34a | 05/04/2021 | 06:47:20 | OEM record c0 | 00cd3a | 0feb70020000
 34b | 05/04/2021 | 06:47:21 | Voltage #0x75 | Lower Non-recoverable going low  | Deasserted
 34c | 05/04/2021 | 06:47:21 | OEM record c0 | 00cd3a | 0feb70120000
 34d | 05/04/2021 | 06:47:21 | Voltage #0x75 | Upper Critical going high | Asserted
 34e | 05/04/2021 | 06:47:21 | Voltage #0x76 | Lower Non-recoverable going low  | Deasserted
 34f | 05/04/2021 | 06:47:21 | Voltage #0x76 | Upper Critical going high | Asserted
 350 | 05/04/2021 | 06:47:22 | Voltage #0x85 | Lower Non-recoverable going low  | Deasserted
 351 | 05/04/2021 | 06:47:22 | Voltage #0x85 | Upper Critical going high | Asserted
 352 | 05/04/2021 | 06:47:22 | Voltage #0x86 | Lower Non-recoverable going low  | Deasserted
 353 | 05/04/2021 | 06:47:22 | Voltage #0x86 | Upper Critical going high | Asserted
 354 | 05/04/2021 | 06:47:39 | OEM record c0 | 00cd3a | 0feb70220000
 355 | 05/04/2021 | 06:47:40 | OEM record c0 | 00cd3a | 0feb70320000
 356 | 05/04/2021 | 06:47:42 | OEM record c0 | 00cd3a | 0feb70520000
 357 | 05/04/2021 | 06:47:43 | OEM record c0 | 00cd3a | 0feb70620000
 358 | 05/04/2021 | 06:48:30 | OEM record c0 | 00cd3a | 0feb70820000
 359 | 05/04/2021 | 06:48:30 | System Firmwares #0xe4 | System boot initiated | Asserted
 35a | 05/04/2021 | 07:06:05 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 35b | 05/04/2021 | 07:06:05 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 35c | 05/04/2021 | 07:06:47 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 35d | 05/04/2021 | 07:06:47 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 35e | 05/04/2021 | 07:06:47 | OEM record c0 | 00cd3a | 0feb70020000
 35f | 05/04/2021 | 07:06:48 | OEM record c0 | 00cd3a | 0feb70120000
 360 | 05/04/2021 | 07:06:49 | Voltage #0x75 | Upper Critical going high | Deasserted
 361 | 05/04/2021 | 07:06:49 | Voltage #0x76 | Upper Critical going high | Deasserted
 362 | 05/04/2021 | 07:06:49 | Voltage #0x85 | Upper Critical going high | Deasserted
 363 | 05/04/2021 | 07:06:49 | Voltage #0x86 | Upper Critical going high | Deasserted
 364 | 05/04/2021 | 07:07:06 | OEM record c0 | 00cd3a | 0feb70220000
 365 | 05/04/2021 | 07:07:08 | OEM record c0 | 00cd3a | 0feb70320000
 366 | 05/04/2021 | 07:07:09 | OEM record c0 | 00cd3a | 0feb70520000
 367 | 05/04/2021 | 07:07:10 | OEM record c0 | 00cd3a | 0feb70620000
 368 | 05/04/2021 | 07:08:02 | OEM record c0 | 00cd3a | 0feb70820000
 369 | 05/04/2021 | 07:08:02 | System Firmwares #0xe4 | System boot initiated | Asserted
 36a | 05/04/2021 | 07:25:06 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 36b | 05/04/2021 | 07:25:06 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 36c | 05/04/2021 | 07:25:49 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 36d | 05/04/2021 | 07:25:49 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 36e | 05/04/2021 | 07:25:49 | OEM record c0 | 00cd3a | 0feb70020000
 36f | 05/04/2021 | 07:25:50 | OEM record c0 | 00cd3a | 0feb70120000
 370 | 05/04/2021 | 07:25:51 | Voltage #0x75 | Lower Non-recoverable going low  | Asserted
 371 | 05/04/2021 | 07:25:51 | Voltage #0x76 | Lower Non-recoverable going low  | Asserted
 372 | 05/04/2021 | 07:25:51 | Voltage #0x85 | Lower Non-recoverable going low  | Asserted
 373 | 05/04/2021 | 07:25:51 | Voltage #0x86 | Lower Non-recoverable going low  | Asserted
