search_board_type Mt.Jade
Pseudo-terminal will not be allocated because stdin is not a terminal.
   1 | 04/15/2021 | 22:57:51 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 760 | 04/17/2021 | 17:08:08 | OEM record c0 | 00cd3a | ca8f7101ffff
 761 | 04/17/2021 | 17:08:08 | OEM record c0 | 00cd3a | ca90f105ffff
 762 | 04/17/2021 | 17:08:09 | OEM record c0 | 00cd3a | 0feb70120000
 763 | 04/17/2021 | 17:08:09 | OEM record c0 | 00cd3a | ca8ff101ffff
 764 | 04/17/2021 | 17:08:53 | OEM record c0 | 00cd3a | 0feb70220000
 765 | 04/17/2021 | 17:08:53 | OEM record c0 | 00cd3a | 0feb703bff10
 766 | 04/17/2021 | 17:08:54 | OEM record c0 | 00cd3a | 0feb70320000
 767 | 04/17/2021 | 17:08:56 | OEM record c0 | 00cd3a | 0feb70520000
 768 | 04/17/2021 | 17:08:57 | OEM record c0 | 00cd3a | 0feb70620000
 769 | 04/17/2021 | 17:09:29 | OEM record c0 | 00cd3a | 0feb70820000
 76a | 04/17/2021 | 17:09:29 | System Firmwares #0xe4 | System boot initiated | Asserted
 76b | 04/17/2021 | 17:10:25 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 76c | 04/17/2021 | 17:10:25 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 76d | 04/17/2021 | 17:10:49 | OEM record c0 | 00cd3a | ca907105ffff
 76e | 04/17/2021 | 17:10:50 | OEM record c0 | 00cd3a | ca8f7101ffff
 76f | 04/17/2021 | 17:10:50 | OEM record c0 | 00cd3a | ca90f105ffff
 770 | 04/17/2021 | 17:10:50 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 771 | 04/17/2021 | 17:10:50 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 772 | 04/17/2021 | 17:10:51 | OEM record c0 | 00cd3a | 0feb70020000
 773 | 04/17/2021 | 17:10:51 | OEM record c0 | 00cd3a | ca8ff101ffff
 774 | 04/17/2021 | 17:10:52 | OEM record c0 | 00cd3a | 0feb70120000
 775 | 04/17/2021 | 17:11:35 | OEM record c0 | 00cd3a | 0feb70220000
 776 | 04/17/2021 | 17:11:35 | OEM record c0 | 00cd3a | 0feb703bff10
 777 | 04/17/2021 | 17:11:36 | OEM record c0 | 00cd3a | 0feb70320000
 778 | 04/17/2021 | 17:11:38 | OEM record c0 | 00cd3a | 0feb70520000
 779 | 04/17/2021 | 17:11:39 | OEM record c0 | 00cd3a | 0feb70620000
 77a | 04/17/2021 | 17:12:10 | OEM record c0 | 00cd3a | 0feb70820000
 77b | 04/17/2021 | 17:12:10 | System Firmwares #0xe4 | System boot initiated | Asserted
 77c | 04/17/2021 | 17:13:01 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 77d | 04/17/2021 | 17:13:01 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 77e | 04/17/2021 | 17:13:28 | OEM record c0 | 00cd3a | ca907105ffff
 77f | 04/17/2021 | 17:13:28 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 780 | 04/17/2021 | 17:13:28 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 781 | 04/17/2021 | 17:13:29 | OEM record c0 | 00cd3a | 0feb70020000
 782 | 04/17/2021 | 17:13:29 | OEM record c0 | 00cd3a | ca8f7101ffff
 783 | 04/17/2021 | 17:13:29 | OEM record c0 | 00cd3a | ca90f105ffff
 784 | 04/17/2021 | 17:13:30 | OEM record c0 | 00cd3a | 0feb70120000
 785 | 04/17/2021 | 17:13:31 | OEM record c0 | 00cd3a | ca8ff101ffff
 786 | 04/17/2021 | 17:14:13 | OEM record c0 | 00cd3a | 0feb70220000
 787 | 04/17/2021 | 17:14:13 | OEM record c0 | 00cd3a | 0feb703bff10
 788 | 04/17/2021 | 17:14:14 | OEM record c0 | 00cd3a | 0feb70320000
 789 | 04/17/2021 | 17:14:16 | OEM record c0 | 00cd3a | 0feb70520000
 78a | 04/17/2021 | 17:14:17 | OEM record c0 | 00cd3a | 0feb70620000
 78b | 04/17/2021 | 17:14:54 | OEM record c0 | 00cd3a | 0feb70820000
 78c | 04/17/2021 | 17:14:54 | System Firmwares #0xe4 | System boot initiated | Asserted
 78d | 04/17/2021 | 17:15:54 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 78e | 04/17/2021 | 17:15:54 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 78f | 04/17/2021 | 17:16:18 | OEM record c0 | 00cd3a | ca907105ffff
 790 | 04/17/2021 | 17:16:18 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 791 | 04/17/2021 | 17:16:18 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 792 | 04/17/2021 | 17:16:19 | OEM record c0 | 00cd3a | 0feb70020000
 793 | 04/17/2021 | 17:16:19 | OEM record c0 | 00cd3a | ca8f7101ffff
 794 | 04/17/2021 | 17:16:19 | OEM record c0 | 00cd3a | ca90f105ffff
 795 | 04/17/2021 | 17:16:20 | OEM record c0 | 00cd3a | 0feb70120000
 796 | 04/17/2021 | 17:16:20 | OEM record c0 | 00cd3a | ca8ff101ffff
 797 | 04/17/2021 | 17:17:04 | OEM record c0 | 00cd3a | 0feb70220000
 798 | 04/17/2021 | 17:17:04 | OEM record c0 | 00cd3a | 0feb703bff10
 799 | 04/17/2021 | 17:17:05 | OEM record c0 | 00cd3a | 0feb70320000
 79a | 04/17/2021 | 17:17:07 | OEM record c0 | 00cd3a | 0feb70520000
 79b | 04/17/2021 | 17:17:08 | OEM record c0 | 00cd3a | 0feb70620000
 79c | 04/17/2021 | 17:17:39 | OEM record c0 | 00cd3a | 0feb70820000
 79d | 04/17/2021 | 17:17:39 | System Firmwares #0xe4 | System boot initiated | Asserted
 79e | 04/17/2021 | 17:18:30 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 79f | 04/17/2021 | 17:18:30 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 7a0 | 04/17/2021 | 17:18:54 | OEM record c0 | 00cd3a | ca907105ffff
 7a1 | 04/17/2021 | 17:18:54 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 7a2 | 04/17/2021 | 17:18:54 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 7a3 | 04/17/2021 | 17:18:55 | OEM record c0 | 00cd3a | 0feb70020000
 7a4 | 04/17/2021 | 17:18:55 | OEM record c0 | 00cd3a | ca8f7101ffff
 7a5 | 04/17/2021 | 17:18:55 | OEM record c0 | 00cd3a | ca90f105ffff
 7a6 | 04/17/2021 | 17:18:56 | OEM record c0 | 00cd3a | 0feb70120000
 7a7 | 04/17/2021 | 17:18:56 | OEM record c0 | 00cd3a | ca8ff101ffff
 7a8 | 04/17/2021 | 17:19:40 | OEM record c0 | 00cd3a | 0feb70220000
 7a9 | 04/17/2021 | 17:19:40 | OEM record c0 | 00cd3a | 0feb703bff10
 7aa | 04/17/2021 | 17:19:41 | OEM record c0 | 00cd3a | 0feb70320000
 7ab | 04/17/2021 | 17:19:43 | OEM record c0 | 00cd3a | 0feb70520000
 7ac | 04/17/2021 | 17:19:44 | OEM record c0 | 00cd3a | 0feb70620000
 7ad | 04/17/2021 | 17:20:16 | OEM record c0 | 00cd3a | 0feb70820000
 7ae | 04/17/2021 | 17:20:16 | System Firmwares #0xe4 | System boot initiated | Asserted
 7af | 04/17/2021 | 17:21:12 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 7b0 | 04/17/2021 | 17:21:12 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 7b1 | 04/17/2021 | 17:21:36 | OEM record c0 | 00cd3a | ca907105ffff
 7b2 | 04/17/2021 | 17:21:36 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 7b3 | 04/17/2021 | 17:21:36 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 7b4 | 04/17/2021 | 17:21:37 | OEM record c0 | 00cd3a | 0feb70020000
 7b5 | 04/17/2021 | 17:21:37 | OEM record c0 | 00cd3a | ca8f7101ffff
 7b6 | 04/17/2021 | 17:21:37 | OEM record c0 | 00cd3a | ca90f105ffff
 7b7 | 04/17/2021 | 17:21:38 | OEM record c0 | 00cd3a | 0feb70120000
 7b8 | 04/17/2021 | 17:21:38 | OEM record c0 | 00cd3a | ca8ff101ffff
 7b9 | 04/17/2021 | 17:22:22 | OEM record c0 | 00cd3a | 0feb70220000
 7ba | 04/17/2021 | 17:22:22 | OEM record c0 | 00cd3a | 0feb703bff10
 7bb | 04/17/2021 | 17:22:23 | OEM record c0 | 00cd3a | 0feb70320000
 7bc | 04/17/2021 | 17:22:25 | OEM record c0 | 00cd3a | 0feb70520000
 7bd | 04/17/2021 | 17:22:26 | OEM record c0 | 00cd3a | 0feb70620000
 7be | 04/17/2021 | 17:22:56 | OEM record c0 | 00cd3a | 0feb70820000
 7bf | 04/17/2021 | 17:22:56 | System Firmwares #0xe4 | System boot initiated | Asserted
 7c0 | 04/17/2021 | 17:23:56 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 7c1 | 04/17/2021 | 17:23:56 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 7c2 | 04/17/2021 | 17:24:20 | OEM record c0 | 00cd3a | ca907105ffff
 7c3 | 04/17/2021 | 17:24:20 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 7c4 | 04/17/2021 | 17:24:20 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 7c5 | 04/17/2021 | 17:24:21 | OEM record c0 | 00cd3a | 0feb70020000
 7c6 | 04/17/2021 | 17:24:21 | OEM record c0 | 00cd3a | ca8f7101ffff
 7c7 | 04/17/2021 | 17:24:21 | OEM record c0 | 00cd3a | ca90f105ffff
 7c8 | 04/17/2021 | 17:24:22 | OEM record c0 | 00cd3a | 0feb70120000
 7c9 | 04/17/2021 | 17:24:22 | OEM record c0 | 00cd3a | ca8ff101ffff
 7ca | 04/17/2021 | 17:25:06 | OEM record c0 | 00cd3a | 0feb70220000
 7cb | 04/17/2021 | 17:25:06 | OEM record c0 | 00cd3a | 0feb703bff10
 7cc | 04/17/2021 | 17:25:07 | OEM record c0 | 00cd3a | 0feb70320000
 7cd | 04/17/2021 | 17:25:09 | OEM record c0 | 00cd3a | 0feb70520000
 7ce | 04/17/2021 | 17:25:10 | OEM record c0 | 00cd3a | 0feb70620000
 7cf | 04/17/2021 | 17:25:44 | OEM record c0 | 00cd3a | 0feb70820000
 7d0 | 04/17/2021 | 17:25:44 | System Firmwares #0xe4 | System boot initiated | Asserted
 7d1 | 04/17/2021 | 17:26:41 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 7d2 | 04/17/2021 | 17:26:41 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 7d3 | 04/17/2021 | 17:27:05 | OEM record c0 | 00cd3a | ca907105ffff
 7d4 | 04/17/2021 | 17:27:05 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 7d5 | 04/17/2021 | 17:27:05 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 7d6 | 04/17/2021 | 17:27:06 | OEM record c0 | 00cd3a | 0feb70020000
 7d7 | 04/17/2021 | 17:27:06 | OEM record c0 | 00cd3a | ca8f7101ffff
 7d8 | 04/17/2021 | 17:27:06 | OEM record c0 | 00cd3a | ca90f105ffff
 7d9 | 04/17/2021 | 17:27:07 | OEM record c0 | 00cd3a | 0feb70120000
 7da | 04/17/2021 | 17:27:07 | OEM record c0 | 00cd3a | ca8ff101ffff
 7db | 04/17/2021 | 17:27:51 | OEM record c0 | 00cd3a | 0feb70220000
 7dc | 04/17/2021 | 17:27:51 | OEM record c0 | 00cd3a | 0feb703bff10
 7dd | 04/17/2021 | 17:27:52 | OEM record c0 | 00cd3a | 0feb70320000
 7de | 04/17/2021 | 17:27:54 | OEM record c0 | 00cd3a | 0feb70520000
 7df | 04/17/2021 | 17:27:55 | OEM record c0 | 00cd3a | 0feb70620000
 7e0 | 04/17/2021 | 17:28:28 | OEM record c0 | 00cd3a | 0feb70820000
 7e1 | 04/17/2021 | 17:28:28 | System Firmwares #0xe4 | System boot initiated | Asserted
 7e2 | 04/17/2021 | 17:29:23 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 7e3 | 04/17/2021 | 17:29:23 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 7e4 | 04/17/2021 | 17:29:47 | OEM record c0 | 00cd3a | ca907105ffff
 7e5 | 04/17/2021 | 17:29:47 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 7e6 | 04/17/2021 | 17:29:47 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 7e7 | 04/17/2021 | 17:29:48 | OEM record c0 | 00cd3a | 0feb70020000
 7e8 | 04/17/2021 | 17:29:48 | OEM record c0 | 00cd3a | ca8f7101ffff
 7e9 | 04/17/2021 | 17:29:48 | OEM record c0 | 00cd3a | ca90f105ffff
 7ea | 04/17/2021 | 17:29:49 | OEM record c0 | 00cd3a | 0feb70120000
 7eb | 04/17/2021 | 17:29:49 | OEM record c0 | 00cd3a | ca8ff101ffff
 7ec | 04/17/2021 | 17:30:33 | OEM record c0 | 00cd3a | 0feb70220000
 7ed | 04/17/2021 | 17:30:33 | OEM record c0 | 00cd3a | 0feb703bff10
 7ee | 04/17/2021 | 17:30:34 | OEM record c0 | 00cd3a | 0feb70320000
 7ef | 04/17/2021 | 17:30:36 | OEM record c0 | 00cd3a | 0feb70520000
 7f0 | 04/17/2021 | 17:30:37 | OEM record c0 | 00cd3a | 0feb70620000
 7f1 | 04/17/2021 | 17:31:10 | OEM record c0 | 00cd3a | 0feb70820000
 7f2 | 04/17/2021 | 17:31:10 | System Firmwares #0xe4 | System boot initiated | Asserted
 7f3 | 04/17/2021 | 17:32:04 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 7f4 | 04/17/2021 | 17:32:04 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 7f5 | 04/17/2021 | 17:32:28 | OEM record c0 | 00cd3a | ca907105ffff
 7f6 | 04/17/2021 | 17:32:28 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 7f7 | 04/17/2021 | 17:32:28 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 7f8 | 04/17/2021 | 17:32:29 | OEM record c0 | 00cd3a | 0feb70020000
 7f9 | 04/17/2021 | 17:32:29 | OEM record c0 | 00cd3a | ca8f7101ffff
 7fa | 04/17/2021 | 17:32:29 | OEM record c0 | 00cd3a | ca90f105ffff
 7fb | 04/17/2021 | 17:32:30 | OEM record c0 | 00cd3a | 0feb70120000
 7fc | 04/17/2021 | 17:32:30 | OEM record c0 | 00cd3a | ca8ff101ffff
 7fd | 04/17/2021 | 17:33:14 | OEM record c0 | 00cd3a | 0feb70220000
 7fe | 04/17/2021 | 17:33:14 | OEM record c0 | 00cd3a | 0feb703bff10
 7ff | 04/17/2021 | 17:33:15 | OEM record c0 | 00cd3a | 0feb70320000
 800 | 04/17/2021 | 17:33:17 | OEM record c0 | 00cd3a | 0feb70520000
 801 | 04/17/2021 | 17:33:18 | OEM record c0 | 00cd3a | 0feb70620000
 802 | 04/17/2021 | 17:33:49 | OEM record c0 | 00cd3a | 0feb70820000
 803 | 04/17/2021 | 17:33:49 | System Firmwares #0xe4 | System boot initiated | Asserted
 804 | 04/17/2021 | 17:34:45 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 805 | 04/17/2021 | 17:34:45 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 806 | 04/17/2021 | 17:35:09 | OEM record c0 | 00cd3a | ca907105ffff
 807 | 04/17/2021 | 17:35:09 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 808 | 04/17/2021 | 17:35:09 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 809 | 04/17/2021 | 17:35:10 | OEM record c0 | 00cd3a | 0feb70020000
 80a | 04/17/2021 | 17:35:10 | OEM record c0 | 00cd3a | ca8f7101ffff
 80b | 04/17/2021 | 17:35:10 | OEM record c0 | 00cd3a | ca90f105ffff
 80c | 04/17/2021 | 17:35:11 | OEM record c0 | 00cd3a | 0feb70120000
 80d | 04/17/2021 | 17:35:11 | OEM record c0 | 00cd3a | ca8ff101ffff
 80e | 04/17/2021 | 17:35:55 | OEM record c0 | 00cd3a | 0feb70220000
 80f | 04/17/2021 | 17:35:55 | OEM record c0 | 00cd3a | 0feb703bff10
 810 | 04/17/2021 | 17:35:56 | OEM record c0 | 00cd3a | 0feb70320000
 811 | 04/17/2021 | 17:35:58 | OEM record c0 | 00cd3a | 0feb70520000
 812 | 04/17/2021 | 17:35:59 | OEM record c0 | 00cd3a | 0feb70620000
 813 | 04/17/2021 | 17:36:30 | OEM record c0 | 00cd3a | 0feb70820000
 814 | 04/17/2021 | 17:36:30 | System Firmwares #0xe4 | System boot initiated | Asserted
 815 | 04/17/2021 | 17:37:26 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 816 | 04/17/2021 | 17:37:26 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 817 | 04/17/2021 | 17:37:50 | OEM record c0 | 00cd3a | ca907105ffff
 818 | 04/17/2021 | 17:37:50 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 819 | 04/17/2021 | 17:37:50 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 81a | 04/17/2021 | 17:37:51 | OEM record c0 | 00cd3a | 0feb70020000
 81b | 04/17/2021 | 17:37:51 | OEM record c0 | 00cd3a | ca8f7101ffff
 81c | 04/17/2021 | 17:37:51 | OEM record c0 | 00cd3a | ca90f105ffff
 81d | 04/17/2021 | 17:37:52 | OEM record c0 | 00cd3a | 0feb70120000
 81e | 04/17/2021 | 17:37:52 | OEM record c0 | 00cd3a | ca8ff101ffff
 81f | 04/17/2021 | 17:38:36 | OEM record c0 | 00cd3a | 0feb70220000
 820 | 04/17/2021 | 17:38:36 | OEM record c0 | 00cd3a | 0feb703bff10
 821 | 04/17/2021 | 17:38:37 | OEM record c0 | 00cd3a | 0feb70320000
 822 | 04/17/2021 | 17:38:39 | OEM record c0 | 00cd3a | 0feb70520000
 823 | 04/17/2021 | 17:38:40 | OEM record c0 | 00cd3a | 0feb70620000
 824 | 04/17/2021 | 17:39:09 | OEM record c0 | 00cd3a | 0feb70820000
 825 | 04/17/2021 | 17:39:09 | System Firmwares #0xe4 | System boot initiated | Asserted
 826 | 04/17/2021 | 17:40:04 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 827 | 04/17/2021 | 17:40:04 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 828 | 04/17/2021 | 17:40:28 | OEM record c0 | 00cd3a | ca907105ffff
 829 | 04/17/2021 | 17:40:28 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 82a | 04/17/2021 | 17:40:28 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 82b | 04/17/2021 | 17:40:29 | OEM record c0 | 00cd3a | 0feb70020000
 82c | 04/17/2021 | 17:40:29 | OEM record c0 | 00cd3a | ca8f7101ffff
 82d | 04/17/2021 | 17:40:29 | OEM record c0 | 00cd3a | ca90f105ffff
 82e | 04/17/2021 | 17:40:30 | OEM record c0 | 00cd3a | 0feb70120000
 82f | 04/17/2021 | 17:40:30 | OEM record c0 | 00cd3a | ca8ff101ffff
 830 | 04/17/2021 | 17:41:14 | OEM record c0 | 00cd3a | 0feb70220000
 831 | 04/17/2021 | 17:41:14 | OEM record c0 | 00cd3a | 0feb703bff10
 832 | 04/17/2021 | 17:41:15 | OEM record c0 | 00cd3a | 0feb70320000
 833 | 04/17/2021 | 17:41:17 | OEM record c0 | 00cd3a | 0feb70520000
 834 | 04/17/2021 | 17:41:18 | OEM record c0 | 00cd3a | 0feb70620000
 835 | 04/17/2021 | 17:41:51 | OEM record c0 | 00cd3a | 0feb70820000
 836 | 04/17/2021 | 17:41:51 | System Firmwares #0xe4 | System boot initiated | Asserted
 837 | 04/17/2021 | 17:42:46 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 838 | 04/17/2021 | 17:42:46 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 839 | 04/17/2021 | 17:43:10 | OEM record c0 | 00cd3a | ca907105ffff
 83a | 04/17/2021 | 17:43:10 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 83b | 04/17/2021 | 17:43:12 | OEM record c0 | 00cd3a | 0feb70020000
 83c | 04/17/2021 | 17:43:12 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 83d | 04/17/2021 | 17:43:12 | OEM record c0 | 00cd3a | ca8f7101ffff
 83e | 04/17/2021 | 17:43:12 | OEM record c0 | 00cd3a | ca90f105ffff
 83f | 04/17/2021 | 17:43:12 | OEM record c0 | 00cd3a | 0feb70120000
 840 | 04/17/2021 | 17:43:12 | OEM record c0 | 00cd3a | ca8ff101ffff
 841 | 04/17/2021 | 17:43:56 | OEM record c0 | 00cd3a | 0feb70220000
 842 | 04/17/2021 | 17:43:56 | OEM record c0 | 00cd3a | 0feb703bff10
 843 | 04/17/2021 | 17:43:57 | OEM record c0 | 00cd3a | 0feb70320000
 844 | 04/17/2021 | 17:43:59 | OEM record c0 | 00cd3a | 0feb70520000
 845 | 04/17/2021 | 17:44:00 | OEM record c0 | 00cd3a | 0feb70620000
 846 | 04/17/2021 | 17:44:30 | OEM record c0 | 00cd3a | 0feb70820000
 847 | 04/17/2021 | 17:44:30 | System Firmwares #0xe4 | System boot initiated | Asserted
 848 | 04/17/2021 | 17:45:28 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 849 | 04/17/2021 | 17:45:28 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 84a | 04/17/2021 | 17:45:52 | OEM record c0 | 00cd3a | ca907105ffff
 84b | 04/17/2021 | 17:45:52 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 84c | 04/17/2021 | 17:45:52 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 84d | 04/17/2021 | 17:45:53 | OEM record c0 | 00cd3a | 0feb70020000
 84e | 04/17/2021 | 17:45:53 | OEM record c0 | 00cd3a | ca8f7101ffff
 84f | 04/17/2021 | 17:45:53 | OEM record c0 | 00cd3a | ca90f105ffff
 850 | 04/17/2021 | 17:45:54 | OEM record c0 | 00cd3a | 0feb70120000
 851 | 04/17/2021 | 17:45:54 | OEM record c0 | 00cd3a | ca8ff101ffff
 852 | 04/17/2021 | 17:46:38 | OEM record c0 | 00cd3a | 0feb70220000
 853 | 04/17/2021 | 17:46:38 | OEM record c0 | 00cd3a | 0feb703bff10
 854 | 04/17/2021 | 17:46:39 | OEM record c0 | 00cd3a | 0feb70320000
 855 | 04/17/2021 | 17:46:41 | OEM record c0 | 00cd3a | 0feb70520000
 856 | 04/17/2021 | 17:46:42 | OEM record c0 | 00cd3a | 0feb70620000
 857 | 04/17/2021 | 17:47:14 | OEM record c0 | 00cd3a | 0feb70820000
 858 | 04/17/2021 | 17:47:14 | System Firmwares #0xe4 | System boot initiated | Asserted
 859 | 04/17/2021 | 17:48:16 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 85a | 04/17/2021 | 17:48:16 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 85b | 04/17/2021 | 17:48:40 | OEM record c0 | 00cd3a | ca907105ffff
 85c | 04/17/2021 | 17:48:40 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 85d | 04/17/2021 | 17:48:40 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 85e | 04/17/2021 | 17:48:41 | OEM record c0 | 00cd3a | 0feb70020000
 85f | 04/17/2021 | 17:48:41 | OEM record c0 | 00cd3a | ca8f7101ffff
 860 | 04/17/2021 | 17:48:41 | OEM record c0 | 00cd3a | ca90f105ffff
 861 | 04/17/2021 | 17:48:42 | OEM record c0 | 00cd3a | 0feb70120000
 862 | 04/17/2021 | 17:48:42 | OEM record c0 | 00cd3a | ca8ff101ffff
 863 | 04/17/2021 | 17:49:26 | OEM record c0 | 00cd3a | 0feb70220000
 864 | 04/17/2021 | 17:49:26 | OEM record c0 | 00cd3a | 0feb703bff10
 865 | 04/17/2021 | 17:49:27 | OEM record c0 | 00cd3a | 0feb70320000
 866 | 04/17/2021 | 17:49:29 | OEM record c0 | 00cd3a | 0feb70520000
 867 | 04/17/2021 | 17:49:30 | OEM record c0 | 00cd3a | 0feb70620000
 868 | 04/17/2021 | 17:50:01 | OEM record c0 | 00cd3a | 0feb70820000
 869 | 04/17/2021 | 17:50:01 | System Firmwares #0xe4 | System boot initiated | Asserted
 86a | 04/17/2021 | 17:50:58 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 86b | 04/17/2021 | 17:50:58 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 86c | 04/17/2021 | 17:51:03 | Fan #0x26 | Lower Non-recoverable going low  | Asserted
 86d | 04/17/2021 | 17:51:22 | OEM record c0 | 00cd3a | ca907105ffff
 86e | 04/17/2021 | 17:51:22 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 86f | 04/17/2021 | 17:51:22 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 870 | 04/17/2021 | 17:51:23 | OEM record c0 | 00cd3a | 0feb70020000
 871 | 04/17/2021 | 17:51:23 | OEM record c0 | 00cd3a | ca8f7101ffff
 872 | 04/17/2021 | 17:51:23 | OEM record c0 | 00cd3a | ca90f105ffff
 873 | 04/17/2021 | 17:51:24 | OEM record c0 | 00cd3a | 0feb70120000
 874 | 04/17/2021 | 17:51:24 | OEM record c0 | 00cd3a | ca8ff101ffff
 875 | 04/17/2021 | 17:51:59 | Fan #0x26 | Lower Non-recoverable going low  | Deasserted
 876 | 04/17/2021 | 17:52:08 | OEM record c0 | 00cd3a | 0feb70220000
 877 | 04/17/2021 | 17:52:08 | OEM record c0 | 00cd3a | 0feb703bff10
 878 | 04/17/2021 | 17:52:09 | OEM record c0 | 00cd3a | 0feb70320000
 879 | 04/17/2021 | 17:52:11 | OEM record c0 | 00cd3a | 0feb70520000
 87a | 04/17/2021 | 17:52:12 | OEM record c0 | 00cd3a | 0feb70620000
 87b | 04/17/2021 | 17:52:42 | OEM record c0 | 00cd3a | 0feb70820000
 87c | 04/17/2021 | 17:52:42 | System Firmwares #0xe4 | System boot initiated | Asserted
 87d | 04/17/2021 | 17:53:37 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 87e | 04/17/2021 | 17:53:37 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 87f | 04/17/2021 | 17:54:01 | OEM record c0 | 00cd3a | ca907105ffff
 880 | 04/17/2021 | 17:54:01 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 881 | 04/17/2021 | 17:54:01 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 882 | 04/17/2021 | 17:54:02 | OEM record c0 | 00cd3a | 0feb70020000
 883 | 04/17/2021 | 17:54:02 | OEM record c0 | 00cd3a | ca8f7101ffff
 884 | 04/17/2021 | 17:54:02 | OEM record c0 | 00cd3a | ca90f105ffff
 885 | 04/17/2021 | 17:54:03 | OEM record c0 | 00cd3a | 0feb70120000
 886 | 04/17/2021 | 17:54:03 | OEM record c0 | 00cd3a | ca8ff101ffff
 887 | 04/17/2021 | 17:54:47 | OEM record c0 | 00cd3a | 0feb70220000
 888 | 04/17/2021 | 17:54:47 | OEM record c0 | 00cd3a | 0feb703bff10
 889 | 04/17/2021 | 17:54:48 | OEM record c0 | 00cd3a | 0feb70320000
 88a | 04/17/2021 | 17:54:50 | OEM record c0 | 00cd3a | 0feb70520000
 88b | 04/17/2021 | 17:54:51 | OEM record c0 | 00cd3a | 0feb70620000
