search_board_type Mt.Jade
./sshpass -p root ssh -o StrictHostKeyChecking=no -t root@10.38.172.2 'ipmitool -H 10.38.172.51 -U ADMIN -P ADMIN -I lanplus -z 0x7fff  sensor list all'
Pseudo-terminal will not be allocated because stdin is not a terminal.
Setting large buffer to 32767
Event_log        | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN8_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_1_Speed     | 20100.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN8_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN8_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN6_1_Speed     | 19900.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
PSU1_POUT        | 0.000      | Watts      | ok    | na        | na        | na        | na        | na        | na        
PSU1_TEMP        | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 64.000    | na        
PSU1_FAN_SPEED   | 2300.000   | RPM        | ok    | na        | na        | na        | na        | 20300.000 | na        
PSU2_FAN_SPEED   | 3300.000   | RPM        | ok    | na        | na        | na        | na        | 20300.000 | na        
PSU2_TEMP        | 28.000     | degrees C  | ok    | na        | na        | na        | na        | 64.000    | na        
PSU2_POUT        | 608.000    | Watts      | ok    | na        | na        | na        | na        | na        | na        
Total_Power      | 608.000    | Watts      | ok    | na        | na        | na        | na        | na        | na        
S1_RCA_VR_Pwr    | 4.000      | Watts      | ok    | na        | na        | na        | na        | na        | na        
S1_RCA_VR_Temp   | 36.000     | degrees C  | ok    | na        | na        | na        | na        | na        | na        
S1_RCA_VR_Volt   | 0.896      | Volts      | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VR_Volt   | 0.896      | Volts      | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VR_Pwr    | 4.000      | Watts      | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VR_Temp   | 35.000     | degrees C  | ok    | na        | na        | na        | na        | na        | na        
S1_SOC_TDP       | 210.000    | Watts      | ok    | na        | na        | na        | na        | na        | na        
S0_SOC_TDP       | 210.000    | Watts      | ok    | na        | na        | na        | na        | na        | na        
S0_SOC_Volt      | 0.710      | Volts      | ok    | 0.560     | na        | na        | na        | 0.960     | na        
S1_SOC_Volt      | 0.710      | Volts      | ok    | 0.560     | na        | na        | na        | 0.960     | na        
S0_DIMM_VR1_Curr | 2.960      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_Core_VRD_Curr | 12.960     | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_DIMM_VR1_Curr | 0.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_SOC_VRD_Curr  | 0.960      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_DIMM_VR2_Curr | 0.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VRD_Curr  | 4.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S0_DIMM_VR2_Curr | 6.960      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S0_Core_VRD_Curr | 8.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S0_SOC_VRD_Curr  | 10.000     | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_RCA_VRD_Curr  | 4.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
NVMeBP_MaxTemp   | 0.000      | degrees C  | ok    | na        | na        | na        | na        | na        | na        
OCP_Temp         | na         | degrees C  | na    | na        | na        | na        | na        | na        | na        
NVMeM2_MaxTemp   | 0.000      | degrees C  | ok    | na        | na        | na        | na        | na        | na        
S0_DIMM_HOT      | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_DIMM_HOT      | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_VR_ErrStatus  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_VR_ErrStatus  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_Refresh_Rate  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_Refresh_Rate  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_PCIE_HP       | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_PCIE_HP       | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
[28031.883939] ttyUSB15' FTDBIL23
[17037.090089] ttyUSB10' AD0K8YXF
[17029.669679] ttyUSB5' AD0K8YXU
[17022.761222] ttyUSB4' AD0K8YY7
[   10.714282] ttyUSB13' AD0K8YYB
[   10.694948] ttyUSB12' FTDBIMR1
[   10.675291] ttyUSB11' AD0K8KF3
[   10.487618] ttyUSB9' FTEZFHCC
[   10.487352] ttyUSB8' AD0K9J3K
[   10.487086] ttyUSB7' AD0K8YY4
[   10.486835] ttyUSB6' FTBQZF1O
[   10.485306] ttyUSB3' AB0KUEMT
[   10.455534] ttyUSB2' AD0K8YXP
[   10.417747] ttyUSB1' FTBELRP0
[   10.374680] ttyUSB0' FTEZFKQRsearch_board_type Mt.Jade
./sshpass -p root ssh -o StrictHostKeyChecking=no -t root@10.38.172.2 'ipmitool -H 10.38.172.51 -U ADMIN -P ADMIN -I lanplus -z 0x7fff  sensor list all'
Pseudo-terminal will not be allocated because stdin is not a terminal.
Setting large buffer to 32767
Event_log        | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN3_1_Speed     | 19500.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN3_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN3_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
TS1_Temp         | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS2_Temp         | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS4_Temp         | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS3_Temp         | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS6_Temp         | 35.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS5_Temp         | 33.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
S0_SOC_Temp      | 40.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S0_SOC_VRD_Temp  | 33.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S0_DIMM_VRD_Temp | 34.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S0_Core_VRD_Temp | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S0_DIMMG0_Temp   | 33.000     | degrees C  | ok    | na        | na        | na        | na        | 85.000    | na        
S0_CPU_Pwr       | 30.000     | Watts      | ok    | na        | na        | na        | na        | 500.000   | na        
S0_MEM_Pwr       | 13.600     | Watts      | ok    | na        | na        | na        | na        | na        | na        
Watchdog2        | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_CPU_VCORE     | 0.895      | Volts      | ok    | 0.720     | na        | na        | na        | 1.120     | na        
S0_DIMM_VR1_Volt | 1.197      | Volts      | ok    | 1.141     | na        | na        | na        | 1.260     | na        
S0_DIMM_VR2_Volt | 1.197      | Volts      | ok    | 1.141     | na        | na        | na        | 1.260     | na        
S0_DIMM_DDR_Volt | 1.197      | Volts      | ok    | na        | na        | na        | na        | na        | na        
S0_CPU_PROC_HOT  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_Memory_Status | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_ACPI_State    | 0x0        | discrete   | 0x0280| na        | na        | na        | na        | na        | na        
S0_0V8_VDDC_SOC  | 0.750      | Volts      | ok    | 0.560     | na        | na        | na        | 0.960     | na        
S0_0V75_PCP      | 0.903      | Volts      | ok    | 0.504     | na        | na        | na        | 1.323     | na        
S0_1V2_VDDQ0123  | 1.204      | Volts      | ok    | 0.840     | na        | na        | na        | 1.442     | na        
S0_0V6_VTT0123   | 0.600      | Volts      | ok    | 0.420     | na        | na        | na        | 0.720     | na        
S0_2V5_VPP0123   | 2.505      | Volts      | ok    | 1.755     | na        | na        | na        | 3.000     | na        
S0_1V2_VDDQ4567  | 1.204      | Volts      | ok    | 0.840     | na        | na        | na        | 1.442     | na        
S0_0V6_VTT4567   | 0.604      | Volts      | ok    | 0.420     | na        | na        | na        | 0.720     | na        
S0_2V5_VPP4567   | 2.505      | Volts      | ok    | 1.755     | na        | na        | na        | 3.000     | na        
S0_0V85_RCA      | 0.910      | Volts      | ok    | 0.630     | na        | na        | na        | 1.080     | na        
S0_1V8_VDDH      | 1.793      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S0_1V5_VDDH      | 1.503      | Volts      | ok    | 1.053     | na        | na        | na        | 1.800     | na        
S0_1V8_SOC       | 1.771      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S0_1V8_PCP       | 1.804      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S0_3V3_SOC       | 3.280      | Volts      | ok    | 2.320     | na        | na        | na        | 3.960     | na        
Sys_Boot_Restart | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_DIMM_VR1_Pwr  | 7.020      | Watts      | ok    | na        | na        | na        | na        | 79.950    | na        
S0_DIMM_VR2_Pwr  | 7.020      | Watts      | ok    | na        | na        | na        | na        | 79.950    | na        
S0_SoC_Error     | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_PCIE_Status   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_0V8_VDDC_SOC  | 0.715      | Volts      | ok    | 0.560     | na        | na        | na        | 0.960     | na        
S1_0V75_PCP      | 0.903      | Volts      | ok    | 0.504     | na        | na        | na        | 1.323     | na        
S1_1V2_VDDQ0123  | 1.204      | Volts      | ok    | 0.840     | na        | na        | na        | 1.442     | na        
S1_0V6_VTT0123   | 0.600      | Volts      | ok    | 0.420     | na        | na        | na        | 0.720     | na        
S1_2V5_VPP0123   | 2.505      | Volts      | ok    | 1.755     | na        | na        | na        | 3.000     | na        
S1_1V2_VDDQ4567  | 1.204      | Volts      | ok    | 0.840     | na        | na        | na        | 1.442     | na        
S1_0V6_VTT4567   | 0.604      | Volts      | ok    | 0.420     | na        | na        | na        | 0.720     | na        
S1_2V5_VPP4567   | 2.505      | Volts      | ok    | 1.755     | na        | na        | na        | 3.000     | na        
S1_0V85_RCA      | 0.900      | Volts      | ok    | 0.630     | na        | na        | na        | 1.080     | na        
S1_1V8_VDDH      | 1.804      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S1_1V5_VDDH      | 1.494      | Volts      | ok    | 1.053     | na        | na        | na        | 1.800     | na        
S1_1V8_SOC       | 1.793      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S1_1V8_PCP       | 1.793      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S1_3V3_SOC       | 3.320      | Volts      | ok    | 2.320     | na        | na        | na        | 3.960     | na        
3V3_SB           | 3.300      | Volts      | ok    | 2.320     | na        | na        | na        | 3.960     | na        
VBAT_RTC         | 3.276      | Volts      | ok    | 2.106     | na        | na        | na        | 3.564     | na        
S1_ACPI_State    | 0x0        | discrete   | 0x0280| na        | na        | na        | na        | na        | na        
S1_DIMM_VRD_Temp | 32.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S1_Core_VRD_Temp | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S1_DIMM_VR2_Pwr  | 0.000      | Watts      | ok    | na        | na        | na        | na        | 79.950    | na        
S1_DIMM_DDR_Volt | 1.197      | Volts      | ok    | na        | na        | na        | na        | na        | na        
S1_MEM_Pwr       | 0.000      | Watts      | ok    | na        | na        | na        | na        | na        | na        
S1_DIMM_VR1_Pwr  | 0.000      | Watts      | ok    | na        | na        | na        | na        | 79.950    | na        
S1_SoC_Error     | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_SOC_VRD_Temp  | 38.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S1_DIMM_VR1_Volt | 1.197      | Volts      | ok    | 1.141     | na        | na        | na        | 1.260     | na        
S1_DIMM_VR2_Volt | 1.197      | Volts      | ok    | 1.141     | na        | na        | na        | 1.260     | na        
S1_SOC_Temp      | 37.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S1_PCIE_Status   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_CPU_Pwr       | 26.000     | Watts      | ok    | na        | na        | na        | na        | 500.000   | na        
S1_CPU_VCORE     | 0.900      | Volts      | ok    | 0.720     | na        | na        | na        | 1.120     | na        
S1_Memory_Status | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_DIMMG0_Temp   | na         | degrees C  | na    | na        | na        | na        | na        | 85.000    | na        
S1_CPU_PROC_HOT  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN4_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN4_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN4_1_Speed     | 20000.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
ChassisIntrusion | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_CPU_Status    | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_CPU_Status    | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN3_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN3_2_Speed     | 18900.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN3_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN4_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN4_2_Speed     | 18800.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN4_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN6_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN6_2_Speed     | 18300.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN5_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN6_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN8_2_Speed     | 18600.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN6_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_1_Speed     | 20100.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN8_1_Speed     | 20200.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN6_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_2_Speed     | 18500.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN8_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_2_Speed     | 18800.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN7_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN8_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_1_Speed     | 20200.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN8_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN8_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN6_1_Speed     | 19900.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
PSU1_POUT        | 0.000      | Watts      | ok    | na        | na        | na        | na        | na        | na        
PSU1_TEMP        | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 64.000    | na        
PSU1_FAN_SPEED   | 2300.000   | RPM        | ok    | na        | na        | na        | na        | 20300.000 | na        
PSU2_FAN_SPEED   | 3300.000   | RPM        | ok    | na        | na        | na        | na        | 20300.000 | na        
PSU2_TEMP        | 28.000     | degrees C  | ok    | na        | na        | na        | na        | 64.000    | na        
PSU2_POUT        | 608.000    | Watts      | ok    | na        | na        | na        | na        | na        | na        
Total_Power      | 608.000    | Watts      | ok    | na        | na        | na        | na        | na        | na        
S1_RCA_VR_Pwr    | 4.000      | Watts      | ok    | na        | na        | na        | na        | na        | na        
S1_RCA_VR_Temp   | 36.000     | degrees C  | ok    | na        | na        | na        | na        | na        | na        
S1_RCA_VR_Volt   | 0.896      | Volts      | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VR_Volt   | 0.896      | Volts      | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VR_Pwr    | 4.000      | Watts      | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VR_Temp   | 35.000     | degrees C  | ok    | na        | na        | na        | na        | na        | na        
S1_SOC_TDP       | 210.000    | Watts      | ok    | na        | na        | na        | na        | na        | na        
S0_SOC_TDP       | 210.000    | Watts      | ok    | na        | na        | na        | na        | na        | na        
S0_SOC_Volt      | 0.710      | Volts      | ok    | 0.560     | na        | na        | na        | 0.960     | na        
S1_SOC_Volt      | 0.710      | Volts      | ok    | 0.560     | na        | na        | na        | 0.960     | na        
S0_DIMM_VR1_Curr | 6.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_Core_VRD_Curr | 10.960     | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_DIMM_VR1_Curr | 0.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_SOC_VRD_Curr  | 0.960      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_DIMM_VR2_Curr | 0.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VRD_Curr  | 4.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S0_DIMM_VR2_Curr | 6.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S0_Core_VRD_Curr | 6.960      | Amps       | ok    | na        | na        | na        | na        | na        | na        
S0_SOC_VRD_Curr  | 10.000     | Amps       | ok    | na        | na        | na        | na        | na        | na        
S1_RCA_VRD_Curr  | 4.000      | Amps       | ok    | na        | na        | na        | na        | na        | na        
NVMeBP_MaxTemp   | 0.000      | degrees C  | ok    | na        | na        | na        | na        | na        | na        
OCP_Temp         | na         | degrees C  | na    | na        | na        | na        | na        | na        | na        
NVMeM2_MaxTemp   | 0.000      | degrees C  | ok    | na        | na        | na        | na        | na        | na        
S0_DIMM_HOT      | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_DIMM_HOT      | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_VR_ErrStatus  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_VR_ErrStatus  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_Refresh_Rate  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_Refresh_Rate  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_PCIE_HP       | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_PCIE_HP       | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
[28031.883939] ttyUSB15' FTDBIL23
[17037.090089] ttyUSB10' AD0K8YXF
[17029.669679] ttyUSB5' AD0K8YXU
[17022.761222] ttyUSB4' AD0K8YY7
[   10.714282] ttyUSB13' AD0K8YYB
[   10.694948] ttyUSB12' FTDBIMR1
[   10.675291] ttyUSB11' AD0K8KF3
[   10.487618] ttyUSB9' FTEZFHCC
[   10.487352] ttyUSB8' AD0K9J3K
[   10.487086] ttyUSB7' AD0K8YY4
[   10.486835] ttyUSB6' FTBQZF1O
[   10.485306] ttyUSB3' AB0KUEMT
[   10.455534] ttyUSB2' AD0K8YXP
[   10.417747] ttyUSB1' FTBELRP0
[   10.374680] ttyUSB0' FTEZFKQRsearch_board_type Mt.Jade
./sshpass -p root ssh -o StrictHostKeyChecking=no -t root@10.38.172.2 'ipmitool -H 10.38.172.51 -U ADMIN -P ADMIN -I lanplus -z 0x7fff  sensor list all'
Pseudo-terminal will not be allocated because stdin is not a terminal.
Setting large buffer to 32767
Event_log        | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN3_1_Speed     | 19500.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN3_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN3_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
TS1_Temp         | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS2_Temp         | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS4_Temp         | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS3_Temp         | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS6_Temp         | 35.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
TS5_Temp         | 33.000     | degrees C  | ok    | na        | na        | na        | na        | 50.000    | na        
S0_SOC_Temp      | 39.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S0_SOC_VRD_Temp  | 33.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S0_DIMM_VRD_Temp | 34.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S0_Core_VRD_Temp | 31.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
S0_DIMMG0_Temp   | 33.000     | degrees C  | ok    | na        | na        | na        | na        | 85.000    | na        
S0_CPU_Pwr       | 30.000     | Watts      | ok    | na        | na        | na        | na        | 500.000   | na        
S0_MEM_Pwr       | 13.600     | Watts      | ok    | na        | na        | na        | na        | na        | na        
Watchdog2        | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_CPU_VCORE     | 0.905      | Volts      | ok    | 0.720     | na        | na        | na        | 1.120     | na        
S0_DIMM_VR1_Volt | 1.197      | Volts      | ok    | 1.141     | na        | na        | na        | 1.260     | na        
S0_DIMM_VR2_Volt | 1.197      | Volts      | ok    | 1.141     | na        | na        | na        | 1.260     | na        
S0_DIMM_DDR_Volt | 1.197      | Volts      | ok    | na        | na        | na        | na        | na        | na        
S0_CPU_PROC_HOT  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_Memory_Status | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_ACPI_State    | 0x0        | discrete   | 0x0280| na        | na        | na        | na        | na        | na        
S0_0V8_VDDC_SOC  | 0.750      | Volts      | ok    | 0.560     | na        | na        | na        | 0.960     | na        
S0_0V75_PCP      | 0.903      | Volts      | ok    | 0.504     | na        | na        | na        | 1.323     | na        
S0_1V2_VDDQ0123  | 1.204      | Volts      | ok    | 0.840     | na        | na        | na        | 1.442     | na        
S0_0V6_VTT0123   | 0.600      | Volts      | ok    | 0.420     | na        | na        | na        | 0.720     | na        
S0_2V5_VPP0123   | 2.505      | Volts      | ok    | 1.755     | na        | na        | na        | 3.000     | na        
S0_1V2_VDDQ4567  | 1.204      | Volts      | ok    | 0.840     | na        | na        | na        | 1.442     | na        
S0_0V6_VTT4567   | 0.604      | Volts      | ok    | 0.420     | na        | na        | na        | 0.720     | na        
S0_2V5_VPP4567   | 2.505      | Volts      | ok    | 1.755     | na        | na        | na        | 3.000     | na        
S0_0V85_RCA      | 0.905      | Volts      | ok    | 0.630     | na        | na        | na        | 1.080     | na        
S0_1V8_VDDH      | 1.793      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S0_1V5_VDDH      | 1.503      | Volts      | ok    | 1.053     | na        | na        | na        | 1.800     | na        
S0_1V8_SOC       | 1.771      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S0_1V8_PCP       | 1.793      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S0_3V3_SOC       | 3.280      | Volts      | ok    | 2.320     | na        | na        | na        | 3.960     | na        
Sys_Boot_Restart | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_DIMM_VR1_Pwr  | 5.850      | Watts      | ok    | na        | na        | na        | na        | 79.950    | na        
S0_DIMM_VR2_Pwr  | 6.630      | Watts      | ok    | na        | na        | na        | na        | 79.950    | na        
S0_SoC_Error     | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_PCIE_Status   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_0V8_VDDC_SOC  | 0.715      | Volts      | ok    | 0.560     | na        | na        | na        | 0.960     | na        
S1_0V75_PCP      | 0.903      | Volts      | ok    | 0.504     | na        | na        | na        | 1.323     | na        
S1_1V2_VDDQ0123  | 1.204      | Volts      | ok    | 0.840     | na        | na        | na        | 1.442     | na        
S1_0V6_VTT0123   | 0.600      | Volts      | ok    | 0.420     | na        | na        | na        | 0.720     | na        
S1_2V5_VPP0123   | 2.505      | Volts      | ok    | 1.755     | na        | na        | na        | 3.000     | na        
S1_1V2_VDDQ4567  | 1.204      | Volts      | ok    | 0.840     | na        | na        | na        | 1.442     | na        
S1_0V6_VTT4567   | 0.604      | Volts      | ok    | 0.420     | na        | na        | na        | 0.720     | na        
S1_2V5_VPP4567   | 2.505      | Volts      | ok    | 1.755     | na        | na        | na        | 3.000     | na        
S1_0V85_RCA      | 0.900      | Volts      | ok    | 0.630     | na        | na        | na        | 1.080     | na        
S1_1V8_VDDH      | 1.793      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S1_1V5_VDDH      | 1.494      | Volts      | ok    | 1.053     | na        | na        | na        | 1.800     | na        
S1_1V8_SOC       | 1.793      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S1_1V8_PCP       | 1.804      | Volts      | ok    | 1.265     | na        | na        | na        | 2.156     | na        
S1_3V3_SOC       | 3.320      | Volts      | ok    | 2.320     | na        | na        | na        | 3.960     | na        
3V3_SB           | 3.300      | Volts      | ok    | 2.320     | na        | na        | na        | 3.960     | na        
VBAT_RTC         | 3.240      | Volts      | ok    | 2.106     | na        | na        | na        | 3.564     | na        
S1_ACPI_State    | 0x0        | discrete   | 0x0280| na        | na        | na        | na        | na        | na        
S1_DIMM_VRD_Temp | 32.000     | degrees C  | ok    | na        | na        | na        | na        | 105.000   | na        
